Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,transformed_FC,,,,rna_all_FC,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
299,Muscle contraction_Relaxin signaling pathway,48,3.295E-03,2.154E-02,3.295E-03,2.154E-02,17,"MEK1(MAP2K1), Relaxin 2, G-protein alpha-i family, ERK1/2, Adenylate cyclase type VI, PKA-reg (cAMP-dependent), PDE8B, INSL3, p90Rsk, NFKBIA, I-kB, Adenylate cyclase type V, G-protein alpha-s, PDE4D, eNOS, AKT(PKB), PDE4B",3.202E-02,9.850E-02,17,"ERK1/2, Adenylate cyclase type VI, PKC-zeta, PKA-reg (cAMP-dependent), I-kB, Adenylate cyclase type V, PDE4D, AKT(PKB), LGR8, Relaxin 2, G-protein alpha-i family, PDE8B, INSL3, NFKBIA, G-protein alpha-s, eNOS, PDE4B",
300,IL-17-induced mucin expression in CF airways,48,3.295E-03,2.154E-02,3.295E-03,2.154E-02,17,"CD80, MHC class II, ROR-alpha, ROR-gamma, ERK1/2, CIKS, CFTR, I-kB, AP-1, IL-17RC, Mucin 5AC, IKK-beta, Mucin 5B, MSK1, SP1, p38 MAPK, IL-6 receptor",3.202E-02,9.850E-02,17,"TLR5, MHC class II, ERK1/2, CIKS, IKK (cat), I-kB, IL-17RC, Mucin 5B, MSK1, ROR-gamma, AP-1, Mucin 5AC, IKK-beta, SP1, TCR alpha/beta, p38 MAPK, IL-6 receptor",
301,Development_Role of Thyroid hormone in regulation of oligodendrocyte differentiation,48,3.295E-03,2.154E-02,3.295E-03,2.154E-02,17,"TR-alpha, AKT1, OATP-A, E2F1, GLNA, PLP1, MCT8, OLIG1, p21, TR-beta, ID2, p70 S6 kinase1, Cyclin D1, 4E-BP2, AKT(PKB), PDK (PDPK1), p27KIP1",6.668E-03,3.679E-02,19,"TR-alpha, AKT1, PLP1, OLIG1, p21, TR-beta, ID2, 4E-BP2, AKT(PKB), PDK (PDPK1), p27KIP1, OATP-A, E2F1, GLNA, MCT8, 4E-BP1, p70 S6 kinase1, MAG, Cyclin D1",
302,Development_VEGF signaling via VEGFR2 - generic cascades,93,3.304E-03,2.154E-02,3.304E-03,2.154E-02,28,"MEK1(MAP2K1), Calcineurin A (catalytic), GRB2, H-Ras, PAK2, ERK1/2, c-Raf-1, PAK1, p90Rsk, IP3 receptor, I-kB, COX-1 (PTGS1), MAPKAPK2, Calmodulin, PKC, PI3K reg class IA, HSP27, IKK-beta, eNOS, FAK1, MSK1, AKT(PKB), HSP90, PDK (PDPK1), PLA2G5, p38 MAPK, ERK1 (MAPK3), MLCK",1.287E-02,5.499E-02,31,"Calcineurin A (catalytic), GRB2, H-Ras, PAK2, eIF4E, ERK1/2, c-Jun/c-Fos, IKK (cat), Rac1, IP3 receptor, I-kB, MAPKAPK2, PI3K reg class IA, MSK1, AKT(PKB), HSP90, PDK (PDPK1), ERK1 (MAPK3), MLCK, c-Jun, PAK1, Paxillin, Calmodulin, PKC, MEKK1(MAP3K1), HSP27, IKK-beta, eNOS, FAK1, PLA2G5, p38 MAPK",
303,Development_Generation of pancreatic beta-cells from induced pluripotent stem cells,27,3.316E-03,2.309E-02,4.290E-02,1.205E-01,9,"EGF, HB9, KLF4, NANOG, SOX2, Neurogenin 3, Insulin, HNF6, MafA",3.316E-03,2.309E-02,13,"EGF, WNT3A, KLF4, Neurogenin 3, Nkx2.2, c-Myc, HB9, NANOG, FGF7, SOX2, Insulin, HNF6, MafA",
304,DeltaF508-CFTR traffic / Sorting endosome formation in CF,27,3.316E-03,2.309E-02,1.586E-02,6.044E-02,10,"Rabaptin-5, SNAP-25, CFTR, CHMP4B, DAB2, Vps25, Ubiquitin, VPS45A, EEA1, TSG101",3.316E-03,2.309E-02,13,"NSF, Rabaptin-5, COMMD1 (MURR1), CHMP4B, DAB2, Vps25, Ubiquitin, RABGEF1, Rab-7, VPS45A, EEA1, TSG101, STAM2",
305,IL-2 as a growth factor for T cells in multiple sclerosis,33,3.323E-03,2.309E-02,1.007E-02,4.369E-02,12,"Tuberin, E2F1, PI3K reg class IA (p85), p70 S6 kinase1, Rb protein, Bcl-2, c-Myb, Bcl-XL, p130, AKT(PKB), PDK (PDPK1), p27KIP1",3.323E-03,2.309E-02,15,"Tuberin, Cyclin D3, PI3K reg class IA (p85), Rb protein, c-Myb, Bcl-XL, p130, AKT(PKB), PDK (PDPK1), p27KIP1, c-Myc, E2F1, p70 S6 kinase1, Bcl-2, FOXO3A",
306,HCV-mediated liver damage and predisposition to HCC progression via p53,19,3.335E-03,2.154E-02,3.335E-03,2.154E-02,9,"MEK1(MAP2K1), GRB2, H-Ras, ERK1/2, c-Raf-1, p21, CDK7, Rb protein, CAK complex",1.201E-01,2.474E-01,7,"GRB2, H-Ras, ERK1/2, p21, CDK7, Rb protein, CAK complex",
307,Cytoskeleton remodeling_Alpha-1A adrenergic receptor-dependent inhibition of PI3K,19,3.335E-03,2.154E-02,3.335E-03,2.154E-02,9,"CACNA1C, Myosin II, Calmodulin, Alpha-1A adrenergic receptor, MRLC, AKT(PKB), MELC, PDK (PDPK1), MLCK",4.399E-03,2.763E-02,10,"AKT(PKB), PDK (PDPK1), MLCK, CACNA1C, Myosin II, Calmodulin, Alpha-1A adrenergic receptor, MRLC, G-protein alpha-q, MELC",
308,Regulation of lipid metabolism_Regulation of fatty acid synthase activity in hepatocytes,19,3.335E-03,2.154E-02,3.335E-03,2.154E-02,9,"LXR-alpha/RXR-alpha, SREBP1 (nuclear), RXRA, FASN, SREBP1 (Golgi membrane), TR-beta, SREBP1 precursor, LXR-alpha, SP1",1.201E-01,2.474E-01,7,"SREBP1 (nuclear), FASN, TR-beta, SREBP1 precursor, RXRA, SREBP1 (Golgi membrane), SP1",
309,"Regulation of lipid metabolism_RXR-dependent regulation of lipid metabolism via PPAR, RAR and VDR",30,3.351E-03,2.309E-02,4.173E-03,2.471E-02,12,"VDR/RXR-alpha, SCD, RARgamma, RXRA, HMGCS2, RAR-alpha/RXR-alpha, CYP4F2, SHP, CPT-1A, RARalpha, CAR, SP1",3.351E-03,2.309E-02,14,"VDR/RXR-alpha, SCD, RARgamma, HMGCS2, CYP4F2, CPT-1A, RARalpha, CYP19, CAR, ACSL1, RXRA, RAR-alpha/RXR-alpha, APOC3, SP1",
310,Inhibition of Ephrin receptors in colorectal cancer,30,3.351E-03,2.309E-02,1.629E-01,2.972E-01,8,"E-cadherin, Ephrin-A receptor 1, Ephrin-A receptors, Ephrin-A receptor 7, WNT, VAV-2, FAK1, Ephrin-A",3.351E-03,2.309E-02,14,"Ephrin-A receptor 3, Rac1, Ephrin-A receptor 7, VAV-2, E-cadherin, Ephrin-A receptor 1, Ephrin-A receptors, Ephrin-B receptor 3, Paxillin, WNT, FAK1, Ephrin-A, Ephrin-B receptors, Frizzled",
311,Development_FGF-family signaling,52,3.367E-03,2.154E-02,3.368E-03,2.154E-02,18,"MEK1(MAP2K1), FGFR3, GRB2, GAB1, FGFR4, H-Ras, c-Raf-1, FRS2, FGFR1, IP3 receptor, FGF4, PI3K reg class IA, FGF10, MEK6(MAP2K6), AKT(PKB), PDK (PDPK1), p38 MAPK, ERK1 (MAPK3)",3.367E-03,2.309E-02,21,"GRB2, GAB1, FGFR4, H-Ras, FRS2, FGFR1, Rac1, IP3 receptor, FGF4, PI3K reg class IA, FGF10, MEK6(MAP2K6), AKT(PKB), PDK (PDPK1), ERK1 (MAPK3), FGFR3, PKC-delta, FGF7, SHP-2, FGF6, p38 MAPK",
312,G-protein signaling_Proinsulin C-peptide signaling,52,3.367E-03,2.154E-02,3.368E-03,2.154E-02,18,"MEK1(MAP2K1), TRAF2, G-protein alpha-i family, H-Ras, ERK1/2, c-Raf-1, IP3 receptor, I-kB, PI3K reg class IA (p85), PI3K reg class IA, PLC-beta, IKK-beta, Bcl-2, eNOS, Proinsulin C-peptide, Cyclin D1, AKT(PKB), PDK (PDPK1)",3.367E-03,2.309E-02,21,"H-Ras, ERK1/2, IKK (cat), IP3 receptor, I-kB, PI3K reg class IA (p85), PI3K reg class IA, PLC-beta, IKK-alpha, AKT(PKB), PDK (PDPK1), PKC-delta, TRAF2, G-protein alpha-i family, c-Jun, IKK-beta, Bcl-2, eNOS, Proinsulin C-peptide, Cyclin D1, PI3K reg class IB (p101)",
313,Development_Endothelin-1/EDNRA signaling,52,3.368E-03,2.154E-02,3.368E-03,2.154E-02,18,"MEK1(MAP2K1), p38alpha (MAPK14), GRB2, G-protein alpha-i family, H-Ras, ERK1/2, GATA-4, c-Raf-1, G-protein alpha-q/11, IP3 receptor, G-protein alpha-s, Calmodulin, PI3K reg class IA, Adenylate cyclase, MEK6(MAP2K6), Cyclin D1, JNK(MAPK8-10), AKT(PKB)",1.725E-02,6.513E-02,19,"GRB2, H-Ras, ERK1/2, GATA-4, G-protein alpha-q/11, Rac1, IP3 receptor, PI3K reg class IA, Adenylate cyclase, MEK6(MAP2K6), AKT(PKB), MEKK4(MAP3K4), PKC-delta, G-protein alpha-i family, G-protein alpha-s, Calmodulin, MEKK1(MAP3K1), Cyclin D1, JNK(MAPK8-10)",
314,Signal transduction_Activation of PKC via G-Protein coupled receptor,52,3.368E-03,2.154E-02,3.368E-03,2.154E-02,18,"MEK1(MAP2K1), PKC-eta, Calcineurin A (catalytic), ERK1/2, NF-AT3(NFATC4), c-Raf-1, MEF2, G-protein alpha-q/11, IP3 receptor, I-kB, PRKD1, Calmodulin, NUR77, PLC-beta, IKK-beta, PKC-gamma, MELC, MLCK",7.906E-03,4.020E-02,20,"PKC-eta, Calcineurin A (catalytic), NF-AT1(NFATC2), ERK1/2, PKC-zeta, NF-AT3(NFATC4), IKK (cat), G-protein alpha-q/11, IP3 receptor, I-kB, PLC-beta, PKC-gamma, MLCK, PKC-delta, MEF2, PRKD1, Calmodulin, NUR77, IKK-beta, MELC",
315,Glucagon-induced glucose upregulation in type 2 diabetes in liver ,52,3.368E-03,2.154E-02,3.368E-03,2.154E-02,18,"Calcineurin A (catalytic), PHK gamma (liver), G-protein alpha-i family, G6PT, PFKL, PKA-reg (cAMP-dependent), G-protein alpha-q/11, PHK alpha (liver), IP3 receptor, F261, G-protein alpha-s, Calmodulin, PLC-beta, TORC2, Adenylate cyclase, PPCKM, PYC, PHK beta",7.906E-03,4.020E-02,20,"Calcineurin A (catalytic), PHK gamma (liver), GYS2, PFKL, PKA-reg (cAMP-dependent), G-protein alpha-q/11, PHK alpha (liver), IP3 receptor, F261, PLC-beta, TORC2, Adenylate cyclase, PPCKM, GCGR, G-protein alpha-i family, 14-3-3 beta/alpha, G-protein alpha-s, Calmodulin, PYC, PHK beta",
316,Development_Thyroliberin signaling,60,3.401E-03,2.154E-02,3.401E-03,2.154E-02,20,"MEK1(MAP2K1), Thyroliberin, GRB2, c-Fos, JunB, H-Ras, ERK1/2, G-protein alpha-11, CACNA1C, PKA-reg (cAMP-dependent), c-Raf-1, G-protein alpha-q/11, IP3 receptor, G-protein alpha-s, Calmodulin, CG alpha, Adenylate cyclase, MKP-1, LHX3, SP1",2.116E-02,7.498E-02,21,"GRB2, c-Fos, H-Ras, ERK1/2, PKA-reg (cAMP-dependent), G-protein alpha-q/11, PLC-beta1, IP3 receptor, CG alpha, Adenylate cyclase, Thyroliberin, JunB, PKC-delta, G-protein alpha-11, CACNA1C, G-protein alpha-s, Calmodulin, MKP-1, LHX3, G-protein alpha-q, SP1",
317,Development_EGFR signaling via small GTPases,33,3.402E-03,2.154E-02,3.402E-03,2.154E-02,13,"EGF, GRB2, c-Fos, K-RAS, MLK2(MAP3K10), H-Ras, ERK1/2, c-Raf-1, ErbB2, PI3K reg class IA, VAV-2, MEK1/2, JNK(MAPK8-10)",9.421E-03,4.500E-02,14,"EGF, GRB2, c-Fos, H-Ras, ERK1/2, Rac1, ErbB2, PI3K reg class IA, VAV-2, c-Myc, K-RAS, MLK2(MAP3K10), MKK7 (MAP2K7), JNK(MAPK8-10)",
318,Neurophysiological process_HTR2A signaling in the nervous system,49,3.606E-03,2.450E-02,1.035E-02,4.369E-02,16,"cPKC (conventional), Calcineurin A (catalytic), ERK1/2, CACNA1C, KCC2, PAK1, G-protein alpha-q/11, IP3 receptor, Calmodulin, PKC, GABA-A receptor, PLC-beta, Kalirin, AKT(PKB), GABA-A receptor gamma-2 subunit, SFK",3.606E-03,2.450E-02,20,"Calcineurin A (catalytic), ERK1/2, EGR1, G-protein alpha-q/11, PLC-beta1, Rac1, IP3 receptor, NMDA receptor, GABA-A receptor, PLC-beta, Kalirin, AKT(PKB), GABA-A receptor gamma-2 subunit, SFK, cPKC (conventional), CACNA1C, KCC2, PAK1, Calmodulin, PKC",
319,Hedgehog signaling in prostate cancer,26,3.606E-03,2.245E-02,3.606E-03,2.245E-02,11,"E-cadherin, PKC-eta, BMI-1, STK36, SHH, p21, Bcl-2, Cyclin D1, HIP, HSP90, SUFU",7.218E-03,3.761E-02,12,"PKC-eta, p21, KIF27, HSP90, c-Myc, SUFU, E-cadherin, BMI-1, STK36, SHH, Bcl-2, Cyclin D1",
320,Cell adhesion_Endothelial cell contacts by junctional mechanisms,26,3.606E-03,2.245E-02,3.606E-03,2.245E-02,11,"Cingulin, AF-6, Alpha-actinin, Claudin-5, JAM1, Alpha-catenin, Plakophilin 4, Connexin 43, Occludin, Plakoglobin, Claudin-3",2.094E-02,7.467E-02,11,"JAM2, AF-6, Claudin-5, JAM1, Claudin-3, Cingulin, Alpha-catenin, Plakophilin 4, Occludin, Plakoglobin, p120-catenin",
321,Signal transduction_HTR2A-dependent arachidonic acid production,26,3.606E-03,2.245E-02,3.606E-03,2.245E-02,11,"G-protein alpha-12 family, DGL-alpha, G-protein alpha-i family, ERK1/2, G-protein alpha-q/11, DGL-beta, PLC-beta, cPLA2, FAAH, RhoA-related, p38 MAPK",2.094E-02,7.467E-02,11,"DGL-alpha, ERK1/2, G-protein alpha-q/11, DGL-beta, PLC-beta, cPLA2, FAAH, RhoA-related, G-protein alpha-12 family, G-protein alpha-i family, p38 MAPK",
322,Immune response_CD16 signaling in NK cells,69,3.705E-03,2.506E-02,6.368E-02,1.594E-01,18,"MEK1(MAP2K1), Calcineurin A (catalytic), GRB2, c-Fos, NKG2A, H-Ras, ERK1/2, c-Raf-1, IP3 receptor, PIP5K1A, AP-1, Calmodulin, PI3K reg class IA, ARF6, WASP, SHP-1, IL-4, PLA2",3.705E-03,2.506E-02,26,"Calcineurin A (catalytic), GRB2, c-Fos, NF-AT1(NFATC2), NKG2A, H-Ras, ERK1/2, c-Jun/c-Fos, FCGR3A, IL-3, Rac1, IP3 receptor, PIP5K1A, PI3K reg class IA, ZAP70, ARF6, WASP, SHP-1, FasL(TNFSF6), IL-4, SHIP, c-Jun, LAT, AP-1, Calmodulin, PLA2",
323,Cytoskeleton remodeling_Substance P mediated membrane blebbing,16,3.717E-03,2.304E-02,3.717E-03,2.304E-02,8,"Substance P extracellular region, G-protein alpha-12 family, Myosin II, PAK1, Tubulin alpha, MRLC, MLCK, Tubulin (in microtubules)",1.566E-02,6.151E-02,8,"Substance P extracellular region, MLCK, Tubulin (in microtubules), G-protein alpha-12 family, Myosin II, PAK1, Tubulin alpha, MRLC",
324,Neurophysiological process_Constitutive and activity-dependent synaptic AMPA receptor delivery,59,3.759E-03,2.532E-02,1.022E-01,2.190E-01,15,"Chapsyn-110, Rab-4, Complexin, SHANK, GluR2, Calmodulin, PKC, Rab-11A, SAP102, Kinesin heavy chain, PICK1, Guanylate Cyclase 1, soluble, Myosin Vb, SNAP-23, GRIPAP1",3.759E-03,2.532E-02,23,"Chapsyn-110, NSF, PKC-zeta, Complexin, SHANK, NMDA receptor, Hap-1, 4.1N, Guanylate Cyclase 1, soluble, Syntaxin 4, GRIPAP1, Rab-4, GRIP, GluR2, Calmodulin, PKC, Rab-11A, SAP102, Kinesin heavy chain, PICK1, GluR1, Myosin Vb, SNAP-23",
325,Cytoskeleton remodeling_Regulation of actin cytoskeleton nucleation and polymerization by Rho GTPases,46,3.847E-03,2.556E-02,5.264E-03,2.848E-02,16,"DAAM1, BAIAP2, WASF subunit, WASF3 (WAVE3), RhoB, PIP5KI, Rac3, RhoD, DRF, CYFIP2, Rac1-related, Cdc42 subfamily, RhoA-related, WASP, FHOD1, FNBP1L",3.847E-03,2.556E-02,19,"BAIAP2, RhoC, Rac1, RhoD, DRF, CYFIP2, Cdc42 subfamily, RhoA-related, WASP, FHOD1, DAAM1, WASF subunit, WASF3 (WAVE3), RhoB, PIP5KI, Rac3, Rac1-related, N-WASP, FNBP1L",
326,Apoptosis and survival_Endoplasmic reticulum stress response pathway,56,4.071E-03,2.667E-02,7.030E-02,1.708E-01,15,"p38alpha (MAPK14), eIF2AK3, TRAF2, XBP1, PP1-cat, Cytochrome c, I-kB, PP1-cat alpha, Bcl-2, IP3R1, JNK(MAPK8-10), eIF2S1, IRE1, Derlin1, HERP",4.071E-03,2.667E-02,22,"XBP1, PP1-cat, ATF-4, c-Jun/c-Fos, IKK (cat), Bak, Cytochrome c, I-kB, PP1-cat alpha, eIF2S1, IRE1, eIF2AK3, TRAF2, c-Jun, Caspase-7, Bcl-2, IP3R1, JNK(MAPK8-10), DNAJC3, Derlin1, HERP, JIK",
327,Immune response_IL-5 signaling via JAK/STAT,56,4.071E-03,2.667E-02,3.686E-02,1.097E-01,16,"DUSP5, c-Fos, JunB, CSF2RB, XBP1, AID, UCP2, GATA-1, NFKBIA, STAT3, Amphiregulin, CISH, Bcl-2, MKP-1, SOCS2, CysLT1 receptor",4.071E-03,2.667E-02,22,"Cyclin D3, c-Fos, NF-AT1(NFATC2), XBP1, UCP2, Amphiregulin, CISH, IL-13, LPPL, CysLT1 receptor, c-Myc, DUSP5, JunB, CSF2RB, c-Jun, AID, IL-5 receptor, NFKBIA, IL5RA, Bcl-2, MKP-1, SOCS2",
328,SCAP/SREBP Transcriptional Control of Cholesterol and FA Biosynthesis,45,4.113E-03,2.471E-02,4.113E-03,2.471E-02,16,"ACACA, GGPS1, SREBP1 (nuclear), Insulin processed, SCD, HMGCS2, FASN, SREBP1 (Golgi membrane), MVK, ACSA, SREBP1 precursor, ACLY, ERG1, ELOVL3, ACSS1, SCAP",7.201E-03,3.761E-02,18,"GGPS1, SREBP1 (nuclear), Insulin processed, SCD, HMGCS2, FASN, ACSA, SREBP1 precursor, INSIG2, HMGCS1, Resistin, ACSS1, SREBP1 (Golgi membrane), MVK, ACLY, ERG1, ELOVL3, SCAP",
329,Cell adhesion_Ephrin signaling,45,4.113E-03,2.471E-02,4.113E-03,2.471E-02,16,"GRB2, RHO6, RGS3, G-protein alpha-i family, H-Ras, GRB7, Ephrin-A receptor 8, Ephrin-A receptors, c-Raf-1, PAK1, Kalirin, VAV-2, FAK1, Ephrin-A, SLAP, GRB10",1.668E-02,6.424E-02,17,"GRB2, H-Ras, GRB7, Rac1, Kalirin, VAV-2, RHO6, RGS3, G-protein alpha-i family, Ephrin-A receptor 8, Ephrin-A receptors, PAK1, Paxillin, FAK1, Ephrin-A, Ephrin-B receptors, GRB10",
330,Signal transduction_Angiotensin II/ AGTR1 signaling via JAK/STAT,45,4.113E-03,2.471E-02,4.113E-03,2.471E-02,16,"c-Fos, ERK1/2, AGTR1, AMPK alpha subunit, GATA-4, c-Raf-1, p21, NFKBIA, STAT3, I-kB, PKC, ANP, IP3R1, MEK1/2, SHP-1, STAT6",7.201E-03,3.761E-02,18,"c-Fos, IRS-1, ERK1/2, GATA-4, p21, Rac1, I-kB, ANP, SHP-1, c-Jun, AGTR1, AMPK alpha subunit, PTP-1B, NFKBIA, PKC, SHP-2, IP3R1, STAT6",
331,Production of arachidonic acid derivatives by mast cells in asthma,30,4.173E-03,2.471E-02,4.173E-03,2.471E-02,12,"ERK1/2, PLA2G12, MGF, PG12B, COX-1 (PTGS1), PLA2(hGIIA), PLA2G3, cPLA2, PLA2G2F, PLA2G10, PLA2G2D, PLA2G5",6.056E-02,1.529E-01,11,"ERK1/2, PG12B, PLA2G3, PLA2G1B, cPLA2, PLA2G2F, PLA2G10, PLA2G12, MGF, PLA2(hGIIA), PLA2G5",
332,Neutrophil-derived granule proteins and cytokines in asthma,49,4.208E-03,2.471E-02,4.208E-03,2.471E-02,17,"Substance P extracellular region, CCL17, Fc epsilon RI gamma, ERK1/2, Lactoferrin, Tryptase, LTBR1, IL8RA, PERM, Hck, PKC, MEK1/2, IL-4, CysLT1 receptor, Alpha-defensin, IL9R, IL8RB",3.893E-02,1.152E-01,17,"Substance P extracellular region, CCL17, Fc epsilon RI gamma, ERK1/2, Lactoferrin, Hck, IL-13, IL-9, IL-4, CysLT1 receptor, IL8RB, Tryptase, LTBR1, IL8RA, PERM, PKC, IL9R",
333,Signal transduction_IP3 signaling,49,4.208E-03,2.471E-02,4.208E-03,2.471E-02,17,"MEK1(MAP2K1), GRB2, H-Ras, ERK1/2, c-Raf-1, MEF2, G-protein alpha-q/11, IP3 receptor, Galpha(q)-specific nucleotide-like GPCRs, Calmodulin, PI3K reg class IA, PLC-beta, CD3, CaMKK, PKC-gamma, AKT(PKB), PDK (PDPK1)",1.903E-02,6.971E-02,18,"GRB2, H-Ras, ERK1/2, G-protein alpha-q/11, IP3 receptor, PI3K reg class IA, PLC-beta, ZAP70, PKC-gamma, AKT(PKB), PDK (PDPK1), CD79 complex, MEF2, LAT, Galpha(q)-specific nucleotide-like GPCRs, Calmodulin, CaMKK, TCR alpha/beta",
334,Development_G-CSF signaling,49,4.208E-03,2.471E-02,4.208E-03,2.471E-02,17,"MEK1(MAP2K1), GRB2, H-Ras, ERK1/2, c-Raf-1, STAT3, PI3K reg class IA (p85), Hck, Bcl-2, Bcl-XL, G-CSF receptor, JNK(MAPK8-10), AKT(PKB), PDK (PDPK1), G-CSF, p38 MAPK, IL8RB",1.903E-02,6.971E-02,18,"Cyclin D3, GRB2, H-Ras, ERK1/2, PI3K reg class IA (p85), Hck, Bcl-XL, G-CSF receptor, SHIP, AKT(PKB), PDK (PDPK1), c-Myc, IL8RB, SHP-2, Bcl-2, JNK(MAPK8-10), G-CSF, p38 MAPK",
335,Ca(2+)-dependent NF-AT signaling in cardiac hypertrophy,57,4.250E-03,2.471E-02,4.250E-03,2.471E-02,19,"Calcineurin A (catalytic), G-protein alpha-i family, SLC9A1, AGTR1, G-protein alpha-11, Adenylate cyclase type VI, CACNA1C, NF-AT3(NFATC4), GATA-4, PKA-reg (cAMP-dependent), MEF2, G-protein alpha-q/11, IP3 receptor, MEF2D, Adenylate cyclase type V, G-protein alpha-s, Calmodulin, Alpha-1A adrenergic receptor, PKC-gamma",1.145E-02,5.035E-02,21,"Calcineurin A (catalytic), SLC9A1, Adenylate cyclase type VI, NF-AT3(NFATC4), GATA-4, PKA-reg (cAMP-dependent), G-protein alpha-q/11, PLC-beta1, IP3 receptor, Adenylate cyclase type V, PKC-gamma, G-protein alpha-i family, AGTR1, G-protein alpha-11, CACNA1C, MEF2, MEF2D, G-protein alpha-s, Calmodulin, Alpha-1A adrenergic receptor, G-protein alpha-q",
336,ENaC regulation in normal and CF airways ,53,4.251E-03,2.471E-02,4.251E-03,2.471E-02,18,"Dopamine D1A receptor, cPKC (conventional), gamma-ENaC, cAMP-GEFI, beta-ENaC, alpha-ENaC, ERK1/2, Protein kinase G, AMPK alpha subunit, CFTR, PKA-reg (cAMP-dependent), G-protein alpha-q/11, G-protein alpha-s, PI3K reg class IA, PLC-beta, P2Y2, Adenylate cyclase, Prostasin",4.399E-03,2.763E-02,21,"gamma-ENaC, cAMP-GEFI, beta-ENaC, ERK1/2, PKA-reg (cAMP-dependent), G-protein alpha-q/11, Syntaxin 1A, PI3K reg class IA, PLC-beta, Adenylate cyclase, Dopamine D1A receptor, cPKC (conventional), alpha-ENaC, Protein kinase G, AMPK alpha subunit, C3G, NEDD4, G-protein alpha-s, P2Y2, Prostasin, ENaC",
337,Role of Leptin in regulation of eating behavior in obesity,23,4.314E-03,2.488E-02,4.314E-03,2.488E-02,10,"MEK1(MAP2K1), ACACA, ERK1/2, AMPK alpha subunit, STAT3, p70 S6 kinase1, AKT(PKB), SP1, Leptin, CART",1.322E-01,2.614E-01,8,"ERK1/2, AKT(PKB), AMPK alpha subunit, PTP-1B, p70 S6 kinase1, SP1, Leptin, CART",
338,WNT signaling in HCC,40,4.315E-03,2.763E-02,4.426E-01,6.061E-01,8,"WNT4, GLNA, DVL-1, Dsh, WNT, Cyclin D1, Axin, TBX3",4.315E-03,2.763E-02,17,"DVL-3, WNT3A, DVL-1, Dsh, LRP5, c-Myc, Axin, WNT4, Tcf(Lef), GLNA, FZD3, WNT1, SFRP4, WNT, Cyclin D1, TBX3, Frizzled",
339,Activation of Cortisol production in major depressive disorder,40,4.315E-03,2.763E-02,8.264E-03,3.846E-02,14,"CYP11B1, ASAH, SREBP1 (nuclear), ERK1/2, Adenylate cyclase type VI, FALP, PKA-reg (cAMP-dependent), SPHK2, Adenylate cyclase type V, G-protein alpha-s, MKP-1, MEK1/2, SP1, IL-6 receptor",4.315E-03,2.763E-02,17,"CYP11B1, ASAH, SREBP1 (nuclear), ERK1/2, Adenylate cyclase type VI, PKA-reg (cAMP-dependent), STAR, Adenylate cyclase type V, CYP11B2, FALP, CYP17, SPHK2, G-protein alpha-s, MKP-1, SP1, MC2R, IL-6 receptor",
340,Development_Role of Activin A in cell differentiation and proliferation,40,4.315E-03,2.763E-02,4.659E-02,1.282E-01,12,"ALK-4, Pitx1, GnRH receptor, VDR, PKA-reg (cAMP-dependent), p21, NANOG, G-protein alpha-s, Adenylate cyclase, LHX3, SP1, p27KIP1",4.315E-03,2.763E-02,17,"ALK-4, Pitx1, GnRH receptor, PKA-reg (cAMP-dependent), p21, STAR, Adenylate cyclase, p27KIP1, c-Myc, LH receptor, FSH-beta, VDR, Lefty-1, NANOG, G-protein alpha-s, LHX3, SP1",
341,The role of UV radiation in melanoma development,40,4.315E-03,2.763E-02,1.758E-01,3.127E-01,10,"TRAF2, ERK1/2, p21, USF1, NFKBIA, Amphiregulin, MEK6(MAP2K6), JNK(MAPK8-10), AKT(PKB), p38 MAPK",4.315E-03,2.763E-02,17,"ERK1/2, p21, XRCC3, USF1, Amphiregulin, MEK6(MAP2K6), FasL(TNFSF6), AKT(PKB), PARP-1, TRAF2, c-Jun, MKK7 (MAP2K7), NFKBIA, MEKK1(MAP3K1), JNK(MAPK8-10), p38 MAPK, XPD",
342,Development_Early embryonal hypaxial myogenesis,37,4.528E-03,2.832E-02,2.605E-02,8.495E-02,12,"FGFR4, Myostatin, STK36, PKA-reg (cAMP-dependent), SHH, Dsh, MYOG, PKC, Adenylate cyclase, PAX3, SUFU, MYOD",4.528E-03,2.832E-02,16,"FGFR4, Lef-1, MYF5, PKA-reg (cAMP-dependent), KIF27, Dsh, MYOG, Adenylate cyclase, PAX3, SUFU, Myostatin, STK36, SHH, PKC, Frizzled, MYOD",
343,Apoptosis and survival_Role of CDK5 in neuronal death and survival,34,4.608E-03,2.627E-02,4.608E-03,2.627E-02,13,"MEK1(MAP2K1), Neuregulin 1, H-Ras, ERK1/2, ErbB3, c-Raf-1, Cytochrome c, PI3K reg class IA (p85), ErbB2, Bcl-2, JNK3(MAPK10), AKT(PKB), PDK (PDPK1)",4.710E-03,2.882E-02,15,"TrkA, H-Ras, ERK1/2, ErbB3, EGR1, Cytochrome c, BAD, PI3K reg class IA (p85), ErbB2, JNK3(MAPK10), AKT(PKB), PDK (PDPK1), PKC-delta, c-Jun, Bcl-2",
