Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,transformed_FC,,,,rna_all_FC,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
628,Mucin expression in CF airways,69,3.350E-04,9.521E-04,5.616E-03,1.067E-02,35,"ERK1/2, G-protein alpha-q/11, IP3 receptor, IL-1 beta, I-kB, Shc, PKC-theta, PLC-beta, CREB1, MEK1/2, TGF-alpha, AKT(PKB), NF-kB p50/p65, c-Src, PGE2R2, PGE2R4, PI3K cat class IA, PKC-delta, EGFR, MEK3(MAP2K3), c-Jun, PGF2aR, Leukocyte elastase, SOS, MKK7 (MAP2K7), JNK1(MAPK8), p90Rsk, MEK4(MAP2K4), COX-2 (PTGS2), MEKK1(MAP3K1), PKC-alpha, JNK(MAPK8-10), ADAM17, p38 MAPK, PKA-cat (cAMP-dependent)",3.350E-04,9.521E-04,36,"p38alpha (MAPK14), Neuregulin 1, ERK1/2, c-Raf-1, G-protein alpha-q/11, IP3 receptor, IL-1 beta, I-kB, Shc, PKC-theta, PLC-beta, CREB1, MEK1/2, TGF-alpha, AKT(PKB), NF-kB p50/p65, c-Src, PGE2R2, PGE2R4, PI3K cat class IA, EGFR, MEK3(MAP2K3), PGF2aR, Leukocyte elastase, CFTR, SOS, p90RSK1, JNK1(MAPK8), p90Rsk, MEK4(MAP2K4), COX-2 (PTGS2), PKC-alpha, JNK(MAPK8-10), ADAM17, p38 MAPK, PKA-cat (cAMP-dependent)",
629,Development_VEGF-family signaling,41,3.592E-04,1.017E-03,4.867E-03,9.407E-03,23,"PLGF, Neuropilin-1, ERK1/2, VEGF-A, VEGFR-2, Fibronectin, IP3 receptor, Shc, PI3K reg class IA, alpha-V/beta-3 integrin, L1CAM, MEK2(MAP2K2), VEGF-B, AKT(PKB), PI3K cat class IA, c-Jun, alpha-5/beta-1 integrin, SOS, VEGFR-3, Neuropilin-2, VEGF-C, PKC-alpha, PLC-gamma",3.592E-04,1.017E-03,24,"PLGF, Neuropilin-1, ERK1/2, VEGF-A, c-Raf-1, VEGFR-2, Fibronectin, IP3 receptor, Shc, PI3K reg class IA, alpha-V/beta-3 integrin, L1CAM, MEK2(MAP2K2), VEGF-B, AKT(PKB), MEK1(MAP2K1), PI3K cat class IA, alpha-5/beta-1 integrin, SOS, VEGFR-3, Neuropilin-2, VEGF-C, PKC-alpha, PLC-gamma",
630,Hypoxia-induced EMT in cancer and fibrosis,13,3.639E-04,9.954E-04,3.639E-04,9.954E-04,11,"SIP1 (ZFHX1B), TWIST1, NOTCH1 (NICD), Lysyl oxidase, HIF1A, ETS1, HIF-1, TCF8, SLUG, LOXL2, SNAIL1",1.077E-03,2.519E-03,10,"SIP1 (ZFHX1B), TWIST1, NOTCH1 (NICD), Lysyl oxidase, HIF1A, ETS1, TCF8, SLUG, LOXL2, SNAIL1",
631,Development_Growth hormone signaling via PI3K/AKT and MAPK cascades,42,3.659E-04,9.971E-04,3.659E-04,9.971E-04,26,"C/EBP zeta, RHEB2, IRS-2, IRS-1, EGR1, Elk-4, Shc, GSK3 beta, ERK2 (MAPK1), AKT(PKB), c-Src, MEKK4(MAP3K4), Pyk2(FAK2), JAK2, PI3K reg class IA (p85-alpha), C/EBPbeta, MEK3(MAP2K3), c-Jun, SOS, 4E-BP1, PI3K cat class IA (p110-alpha), ATF-2, SHP-2, ADAM17, Elk-1, mTOR",5.872E-04,1.503E-03,24,"p38alpha (MAPK14), C/EBP zeta, Somatotropin, RHEB2, IRS-2, c-Raf-1, Elk-4, Shc, GSK3 beta, ERK2 (MAPK1), AKT(PKB), c-Src, MEK1(MAP2K1), Pyk2(FAK2), JAK2, PI3K reg class IA (p85-alpha), C/EBPbeta, MEK3(MAP2K3), SOS, PI3K cat class IA (p110-alpha), ATF-2, ADAM17, Elk-1, mTOR",
632,Protein folding and maturation_POMC processing,30,3.677E-04,1.035E-03,1.533E-03,3.378E-03,19,"proACTH, gamma-LPH, Joining peptide (JP), gamma-MSH, beta-MSH, PAM, beta-Endorphin extracellular region, ACTH 1-17, PC1, N-POC, alpha-MSH, CLIP, POMC, N-POMC, gamma3-MSH, ACTH, DA-alphaMSH, beta-LPH, gamma2-MSH",3.677E-04,1.035E-03,19,"proACTH, gamma-LPH, Joining peptide (JP), gamma-MSH, beta-MSH, PAM, beta-Endorphin extracellular region, ACTH 1-17, PC1, N-POC, alpha-MSH, CLIP, POMC, N-POMC, gamma3-MSH, ACTH, DA-alphaMSH, beta-LPH, gamma2-MSH",
633,Role of histone modificators in progression of multiple myeloma,30,3.677E-04,1.035E-03,4.341E-04,1.120E-03,20,"UTX, SMRT, HDAC7, HDAC3, HDAC6, Jagged2, Cyclin D2, HDAC2, CDK4, N-Ras, Caspase-3, IL-6, EZH2, Suv39H1, WHSC1, CDK6, Tubulin alpha, HDAC8, HDAC1, Dynein 1, cytoplasmic, intermediate chains",3.677E-04,1.035E-03,19,"UTX, SMRT, HDAC7, HDAC3, HDAC6, Jagged2, Cyclin D2, HDAC2, CDK4, N-Ras, Caspase-3, IL-6, EZH2, WHSC1, CDK6, Tubulin alpha, HDAC8, HDAC1, Dynein 1, cytoplasmic, intermediate chains",
634,T regulatory cells in asthma,30,3.677E-04,1.035E-03,4.749E-03,9.239E-03,18,"TGF-beta 1, MHC class II, NOTCH1 receptor, IL-10, CD28, PI3K reg class IA (p85), CTLA-4, IL-10 receptor, RBP-J kappa (CBF1), ICOS, NOTCH1 (NICD), TGF-beta receptor type II, DLL4, CD3, HES1, PD-1, SMAD3, CD86",3.677E-04,1.035E-03,19,"TGF-beta 1, MHC class II, NOTCH1 receptor, IL-10, CD28, IL-17, PI3K reg class IA (p85), CTLA-4, IL-10 receptor, RBP-J kappa (CBF1), NOTCH1 (NICD), CD80, TGF-beta receptor type II, STAT3, CD3, HES1, PD-1, SMAD3, CD86",
635,TLR and EGFR-induced inflammatory signaling in normal and asthmatic airway epithelium,22,3.687E-04,9.974E-04,3.687E-04,9.974E-04,16,"TLR5, ERK1/2, HB-EGF, TSLP, TGF-alpha, TLR9, NF-kB p50/p65, IL-8, TLR6, EGFR, DUOX1, TLR8, TLR3, ADAM17, MMP-9, TLR2",4.893E-04,1.299E-03,15,"ERK1/2, HB-EGF, TSLP, TGF-alpha, TLR9, NF-kB p50/p65, IL-8, TLR6, EGFR, DUOX1, TLR8, TLR3, ADAM17, MMP-9, TLR2",
636,Inhibition of RUNX3 signaling in gastric cancer,22,3.687E-04,9.974E-04,3.687E-04,9.974E-04,16,"RUNX3, VEGF-A, Caspase-8, MDR1, ABCC1, Caspase-3, EZH2, LMO1, TIMP1, Caspase-7, Gasdermin, FOXO3A, HDAC1, Bim, MMP-9, G9a",7.411E-03,1.337E-02,13,"RUNX3, VEGF-A, Caspase-8, MDR1, ABCC1, Caspase-3, EZH2, TIMP1, Gasdermin, HDAC1, Bim, MMP-9, G9a",
637,LRRK2 and immune function in Parkinson's disease,22,3.687E-04,9.974E-04,3.687E-04,9.974E-04,16,"MHC class II, JAK1, NF-AT1(NFATC2), CSE1L, IFN-beta, STAT1, I-kB, CD14, NF-kB, TNF-alpha, JAK2, PSMD11, IQGAP1, IFN-gamma receptor, HSP90 beta, Karyopherin beta 2",4.893E-04,1.299E-03,15,"MHC class II, JAK1, IFN-gamma, IFN-beta, STAT1, I-kB, CD14, NF-kB, TNF-alpha, JAK2, PSMD11, IQGAP1, IFN-gamma receptor, HSP90 beta, Karyopherin beta 2",
638,Basophil migration in asthma,55,3.822E-04,1.070E-03,2.496E-03,5.207E-03,30,"Secretoneurin, alpha-4/beta-1 integrin, ICAM1, CCL2, C5a, VEGF-A, VEGFR-2, Fibronectin, PI3K cat class IB (p110-gamma), PSGL-1, CCL8, GM-CSF, G-protein beta/gamma, PLAUR (uPAR), Eotaxin, Oxoeicosanoid receptor 1, P-selectin, FPRL1, VCAM1, Eotaxin-2, IL-8, G-protein alpha-i family, IL-5, Eotaxin-3, PLAU (UPA), CCL7, ST2(L), IL-33, PI3K reg class IB (p101), MMP-9",3.822E-04,1.070E-03,30,"Secretoneurin, alpha-4/beta-1 integrin, ICAM1, CCL2, C5a, VEGF-A, VEGFR-2, Fibronectin, PI3K cat class IB (p110-gamma), PSGL-1, CCL8, GM-CSF, G-protein beta/gamma, PLAUR (uPAR), Eotaxin, Oxoeicosanoid receptor 1, P-selectin, FPRL1, VCAM1, Eotaxin-2, CRTH2, IL-8, G-protein alpha-i family, IL-5, Eotaxin-3, PLAU (UPA), CCL7, ST2(L), IL-33, MMP-9",
639,Immune response_Role of DAP12 receptors in NK cells,55,3.822E-04,1.070E-03,2.496E-03,5.207E-03,30,"HLA-B, ERK1/2, CrkL, Rac1, Syk, Shc, PKC-theta, PI3K reg class IA, ZAP70, PLC-gamma 1, MEK2(MAP2K2), MHC class I, Actin cytoskeletal, Fyn, CD94, WaspIP, PI3K cat class IA, Lck, SOS, HLA-G, LAT, KIR2DL1, HLA-E, KLRC3, DAP12, KLRA1, SHP-2, NKG2C, HLA-C, PLC-gamma 2",3.822E-04,1.070E-03,30,"HLA-B, ERK1/2, CrkL, c-Raf-1, Syk, Shc, PKC-theta, PI3K reg class IA, KIR3DL1, PLC-gamma 1, MEK2(MAP2K2), MHC class I, Actin cytoskeletal, Fyn, CD94, NKp44, WaspIP, MEK1(MAP2K1), PI3K cat class IA, Lck, SOS, HLA-G, KIR2DL3, KIR2DL1, HLA-E, KLRC3, DAP12, NKG2C, HLA-C, PLC-gamma 2",
640,Apoptosis and survival_Ceramides signaling pathway,40,3.835E-04,1.034E-03,3.835E-04,1.034E-03,25,"ERK1/2, PKC-zeta, Caspase-8, BAD, Acid sphingomyelinase, PI3K reg class IA (p85), Bax, Caspase-3, FasL(TNFSF6), AKT(PKB), TNF-R1, TAK1(MAP3K7), TNF-alpha, PI3K cat class IA, PI3K reg class IA (p85-alpha), FAN, c-Jun, PP2A catalytic, JNK1(MAPK8), MEK4(MAP2K4), MEKK1(MAP3K1), tBid, FasR(CD95), KSR1, Bid",1.948E-03,4.265E-03,22,"ERK1/2, c-Raf-1, Caspase-8, Acid sphingomyelinase, PI3K reg class IA (p85), Bax, Caspase-3, AKT(PKB), TNF-R1, TAK1(MAP3K7), TNF-alpha, MEK1(MAP2K1), PI3K cat class IA, PI3K reg class IA (p85-alpha), FAN, PP2A catalytic, JNK1(MAPK8), MEK4(MAP2K4), tBid, FasR(CD95), KSR1, Bid",
641,Development_H3K27 demethylases in differentiation of stem cells,40,3.835E-04,1.034E-03,3.835E-04,1.034E-03,25,"HOXA13, SOX1, UTX, BMP4, SMAD4, DLX5, SMAD2, EED, PAX6, RING1, RING2, Nestin, EZH2, HOXA7, YY1, RelA (p65 NF-kB subunit), NODAL, T brachyury protein, HOXA11, PRC2 complex, SMAD1, HOXA1, HOXA3, SMAD3, BMP2",1.948E-03,4.265E-03,22,"HOXA13, SOX1, UTX, BMP4, SMAD4, DLX5, SMAD2, EED, PAX6, RING1, RING2, Nestin, EZH2, HOXA7, RelA (p65 NF-kB subunit), NODAL, HOXA11, PRC2 complex, HOXA1, HOXA3, SMAD3, BMP2",
642,Neuropeptide signaling in pancreatic cancer,48,3.837E-04,1.072E-03,8.661E-04,2.041E-03,28,"Neuromedin U receptor 2, CCL2, ERK1/2, VEGF-A, G-protein alpha-q/11, Angiotensin II, PKC-epsilon, IP3 receptor, PLC-beta, IKK-alpha, MEK2(MAP2K2), Neuromedin U, HMGI/Y, NF-kB, c-Myc, HGF, V1a receptor, CCKBR, Substance P receptor, PKC-beta2, NF-kB p65/p65, PKC-beta, GRP(1-27), PKC-alpha, NT, G-protein alpha-q, HGF receptor (Met), Elk-1",3.837E-04,1.072E-03,27,"Neuromedin U receptor 2, CCL2, ERK1/2, VEGF-A, c-Raf-1, G-protein alpha-q/11, Angiotensin II, PKC-epsilon, IP3 receptor, PLC-beta, MEK2(MAP2K2), Neuromedin U, HMGI/Y, NF-kB, HGF, MEK1(MAP2K1), V1a receptor, Substance P receptor, AVP extracellular region, PKC-beta2, NF-kB p65/p65, PKC-beta, GRP(1-27), PKC-alpha, NT, HGF receptor (Met), Elk-1",
643,ErbB2-induced breast cancer cell invasion,67,3.909E-04,1.088E-03,6.035E-04,1.495E-03,37,"NGAL, ERK1/2, VEGF-A, Rac1, IP3 receptor, I-kB, Shc, PI3K reg class IA (p85), IKK-alpha, PLC-gamma 1, MMP-2, MEK1/2, PLAUR (uPAR), CDC42, Actin cytoskeletal, NF-kB, AKT(PKB), Calpain 1(mu), c-Src, MLK3(MAP3K11), PI3K cat class IA, MMP-13, ETS1, EGFR, MEK3(MAP2K3), SOS, PLAU (UPA), Cofilin, non-muscle, ITGA4, PKC-alpha, MMP-14, p120-catenin, ER81, p38 MAPK, MMP-9, WASF2, Cofilin",3.909E-04,1.088E-03,35,"Neuregulin 1, NGAL, ERK1/2, VEGF-A, c-Raf-1, IP3 receptor, I-kB, Shc, PI3K reg class IA (p85), PLC-gamma 1, MMP-2, MEK1/2, PLAUR (uPAR), CDC42, Actin cytoskeletal, NF-kB, AKT(PKB), Calpain 1(mu), c-Src, MLK3(MAP3K11), PI3K cat class IA, MMP-13, ETS1, EGFR, MEK3(MAP2K3), SOS, PLAU (UPA), ITGA4, PKC-alpha, MMP-14, ER81, p38 MAPK, MMP-9, WASF2, Cofilin",
644,Ligand-independent activation of Androgen receptor in Prostate Cancer,67,3.909E-04,1.088E-03,6.237E-03,1.167E-02,34,"STAT5A, FGFR2, WNT3A, IRS-1, FGF1, Beta-catenin, PP2A regulatory, STAT5B, IBP3, Tip60, Shc, GSK3 beta, PI3K reg class IA, N-Ras, MEK2(MAP2K2), ERK2 (MAPK1), AKT(PKB), c-Myc, JAK2, PI3K cat class IA, B-Raf, Tcf(Lef), EGFR, FGF2, SOS, PP2A catalytic, NCOA2 (GRIP1/TIF2), FRS2beta, c-Abl, NCOA1 (SRC1), HDAC1, SRD5A1, Frizzled, Prolactin",3.909E-04,1.088E-03,35,"STAT5A, FGFR2, Neuregulin 1, FGF1, Beta-catenin, PP2A regulatory, c-Raf-1, STAT5B, IBP3, Tip60, Shc, GSK3 beta, PI3K reg class IA, N-Ras, MEK2(MAP2K2), ERK2 (MAPK1), AKT(PKB), MEK1(MAP2K1), JAK2, PI3K cat class IA, B-Raf, Tcf(Lef), EGFR, FGF2, SOS, PP2A catalytic, NCOA2 (GRIP1/TIF2), STAT3, FRS2beta, c-Abl, NCOA1 (SRC1), HDAC1, SRD5A1, Frizzled, Prolactin",
645,Dual role of TGF-beta 1 in HCC ,24,3.988E-04,1.071E-03,3.988E-04,1.071E-03,17,"TGF-beta 1, VEGF-A, SMAD4, SMAD2, CDK4, IKK-alpha, NF-kB, TAK1(MAP3K7), SMAD7, TGF-beta receptor type II, XIAP, CDK2, TAB1, p15, SMAD3, PAI1, TGF-beta receptor type I",1.875E-03,4.141E-03,15,"TGF-beta 1, VEGF-A, SMAD4, SMAD2, CDK4, NF-kB, TAK1(MAP3K7), SMAD7, TGF-beta receptor type II, XIAP, CDK2, p15, SMAD3, PAI1, TGF-beta receptor type I",
646,Defective efferocytosis in COPD,38,3.996E-04,1.071E-03,3.996E-04,1.071E-03,24,"Stabilin-2, TIM-4, CRK, Gas6, VAV-1, Rac1, CD14, alpha-V/beta-3 integrin, Calreticulin, LRP1, MFGE8, CED-6, DOCK1, Leukocyte elastase, MER, Thrombospondin 1, alpha-V/beta-5 integrin, TIM-1, p130CAS, TIM-3, CX3CL1, BAI1, Protein S, Beta-2-glycoprotein I (APOH)",6.398E-02,9.170E-02,17,"CRK, Gas6, VAV-1, CD14, alpha-V/beta-3 integrin, Calreticulin, LRP1, MFGE8, CED-6, DOCK1, Leukocyte elastase, MER, Thrombospondin 1, p130CAS, CX3CL1, Protein S, Beta-2-glycoprotein I (APOH)",
647,HGF signaling in pancreatic cancer,28,4.022E-04,1.114E-03,4.302E-04,1.120E-03,19,"Neuropilin-1, ERK1/2, Shc, PI3K reg class IA (p85), MEK2(MAP2K2), MMP-2, c-Src, c-Myc, HGF, PI3K cat class IA, HGFA, HIF1A, c-Jun, SOS, PLAU (UPA), p53, HGF receptor (Met), Elk-1, MMP-9",4.022E-04,1.114E-03,18,"Neuropilin-1, ERK1/2, c-Raf-1, Shc, PI3K reg class IA (p85), MEK2(MAP2K2), MMP-2, c-Src, HGF, MEK1(MAP2K1), PI3K cat class IA, HIF1A, SOS, PLAU (UPA), p53, HGF receptor (Met), Elk-1, MMP-9",
648,Development_Mu-type opioid receptor regulation of proliferation,28,4.022E-04,1.114E-03,1.426E-02,2.394E-02,16,"ADAM12, ERK1/2, HB-EGF, PKC-epsilon, PLC-beta1, Shc, beta-Endorphin extracellular region, MEK2(MAP2K2), G-protein beta/gamma, EGFR, G-protein alpha-i family, SOS, Calmodulin, PLC-beta3, Elk-1, SRF",4.022E-04,1.114E-03,18,"ADAM12, ERK1/2, HB-EGF, c-Raf-1, PKC-epsilon, Shc, beta-Endorphin extracellular region, MEK2(MAP2K2), G-protein beta/gamma, MEK1(MAP2K1), EGFR, G-protein alpha-i family, SOS, Calmodulin, Mu-type opioid receptor, PLC-beta3, Elk-1, SRF",
649,Putative pathways of activation of classical complement system in major depressive disorder,28,4.022E-04,1.114E-03,5.093E-03,9.806E-03,17,"C3, C3b, C5 convertase (C2aC4bC3b), IL-1 beta, C4b, IL-6, C7, C4A protein, TNF-alpha, C4B protein, C3 convertase (C2aC4b), CR1, C6, C5, C9, C5b, C4",4.022E-04,1.114E-03,18,"C3, C3b, IFN-gamma, C5 convertase (C2aC4bC3b), C1qb, IL-1 beta, C4b, IL-6, C7, C4A protein, TNF-alpha, C4B protein, C3 convertase (C2aC4b), CR1, C6, C5, C5b, C4",
650,A shift from oxidative to glycolytic muscle fiber phenotype in quadriceps muscles in COPD,60,4.236E-04,1.168E-03,6.301E-03,1.167E-02,31,"NRF1, H-FABP, Troponin I, slow skeletal, PPAR-alpha, HDAC4, beta-MHC, ALAS1, MLC2, PPAR-beta(delta), GABP alpha, FKHR, Troponin C, cardiac, PDK4, Fatty acid-binding protein, Ryanodine receptor 1, PPARGC1 (PGC1-alpha), PBEF, ACADM, NF-kB, UCP3, ERK2 (MAPK1), TNF-alpha, AMPK alpha subunit, TFAM, MEF2, Ca-ATPase1, ATP5O, EPAS1, Mitofusin 2, MKL1, SRF",4.236E-04,1.168E-03,32,"NRF1, H-FABP, Troponin I, slow skeletal, PPAR-alpha, HDAC4, beta-MHC, miR-1-3p, ALAS1, MLC2, PPAR-beta(delta), GABP alpha, FKHR, Troponin C, cardiac, PDK4, Fatty acid-binding protein, Ryanodine receptor 1, PPARGC1 (PGC1-alpha), PBEF, ACADM, NF-kB, UCP3, ERK2 (MAPK1), TNF-alpha, microRNA 1-1, AMPK alpha subunit, MEF2, Ca-ATPase1, ATP5O, EPAS1, Mitofusin 2, MKL1, SRF",
651,Oxidative stress_ROS-mediated activation of MAPK via inhibition of phosphatases,34,4.246E-04,1.120E-03,4.246E-04,1.120E-03,22,"SOD2, PP1-cat, VHR, ERK1/2, PP2A regulatory, MKP-5, SOD1, PP2A structural, MEK1/2, MKP-3, EGFR, ASK1 (MAP3K5), MEK3(MAP2K3), PTP-1B, PP2A catalytic, IL4RA, MKK7 (MAP2K7), MEK4(MAP2K4), SHP-2, JNK(MAPK8-10), p38 MAPK, PDGF-R-beta",8.318E-03,1.484E-02,18,"SOD2, PP1-cat, ERK1/2, PP2A regulatory, c-Raf-1, MKP-5, PP2A structural, MEK1/2, MKP-3, EGFR, ASK1 (MAP3K5), MEK3(MAP2K3), PP2A catalytic, IL4RA, MEK4(MAP2K4), JNK(MAPK8-10), p38 MAPK, PDGF-R-beta",
652,Epithelial cell apoptosis in COPD,32,4.318E-04,1.120E-03,4.318E-04,1.120E-03,21,"DR5(TNFRSF10B), Apo-2L(TNFSF10), BAD, I-kB, Bax, NF-kB, AKT(PKB), DR4(TNFRSF10A), Heme oxygenase 1, KEAP1, GCL reg, DJ-1, PSMD11, Leukocyte elastase, Caspase-9, PLAGL2, PSMB6, PAR1, GCL cat, p53, NRF2",1.157E-03,2.679E-03,19,"DR5(TNFRSF10B), Apo-2L(TNFSF10), I-kB, Bax, NF-kB, AKT(PKB), DR4(TNFRSF10A), Heme oxygenase 1, KEAP1, GCL reg, PSMD11, Leukocyte elastase, Caspase-9, PLAGL2, PSMB6, PAR1, GCL cat, p53, NRF2",
653,Muscle contraction_S1P2 receptor-mediated smooth muscle contraction,30,4.341E-04,1.120E-03,4.341E-04,1.120E-03,20,"ROCK1, ARHGEF1 (p115RhoGEF), PKC-zeta, G-protein alpha-i2, PLC-beta1, IP3 receptor, MLCP (reg), G-protein beta/gamma, MLCK, MLCP (cat), RhoA, ROCK2, G-protein alpha-12, CPI-17, S1P2 receptor, Calmodulin, PKC-alpha, MRLC, G-protein alpha-q, PLC-beta3",4.139E-03,8.058E-03,17,"ROCK1, ARHGEF1 (p115RhoGEF), G-protein alpha-i2, IP3 receptor, MLCP (reg), G-protein beta/gamma, MLCK, MLCP (cat), RhoA, ROCK2, G-protein alpha-12, CPI-17, S1P2 receptor, Calmodulin, PKC-alpha, MRLC, PLC-beta3",
654,Regulation of IGF family activity in colorectal cancer,30,4.341E-04,1.120E-03,4.341E-04,1.120E-03,20,"Matrilysin (MMP-7), IBP6, IBP3, Plasminogen, IL-1 beta, IGF-2, IL-6, PLAUR (uPAR), c-Src, IBP, Cystatin SN, Plasmin, NFYA, PLAU (UPA), COX-2 (PTGS2), ATM, PCSK5, Furin, p53, MMP-9",4.139E-03,8.058E-03,17,"Matrilysin (MMP-7), IBP6, IBP3, IL-1 beta, IGF-2, IL-6, PLAUR (uPAR), c-Src, IBP, NFYA, PLAU (UPA), COX-2 (PTGS2), ATM, PCSK5, Furin, p53, MMP-9",
655,Role of fibroblasts and keratinocytes in the elicitation phase of allergic contact dermatitis,26,4.355E-04,1.188E-03,5.433E-03,1.034E-02,16,"GRO-2, CCL20, IL-1 alpha, IP10, CCL2, IL-4R type I, IL-17 receptor, IL-1 beta, RAP-1A, GRO-1, TNF-R1, PLC-epsilon, TNF-alpha, IFNGR1, IL-8, CXCR3",4.355E-04,1.188E-03,17,"GRO-2, CCL20, IL-1 alpha, IP10, CCL2, IL-4R type I, IFN-gamma, IL-17, IL-17 receptor, IL-1 beta, RAP-1A, GRO-1, TNF-R1, PLC-epsilon, TNF-alpha, IFNGR1, IL-8",
656,Downregulation of MITF in melanoma,26,4.355E-04,1.188E-03,5.433E-03,1.034E-02,16,"TGF-beta 1, GLI-2, IL-1 beta, DIA1, CREB1, IL-6, SKP2, NF-kB, c-Src, RhoA, SOX10, ROCK, ATF-2, JNK(MAPK8-10), MITF, Cofilin",4.355E-04,1.188E-03,17,"TGF-beta 1, GLI-2, IL-1 beta, DIA1, CREB1, IL-6, SKP2, NF-kB, c-Src, RhoA, STAT3, SOX10, ROCK, ATF-2, JNK(MAPK8-10), MITF, Cofilin",
657,Immune response_Classical complement pathway,53,4.357E-04,1.120E-03,4.357E-04,1.120E-03,31,"C3, C3b, C5a, C5 convertase (C2aC4bC3b), C3c, C1r, C1 inhibitor, Factor I, C4b, C2, C7, C3dg, C2b, C3aR, C4a, C3 convertase (C2aC4b), CD21, CR1, C4BP, C6, CRP, C5, DAF, C9, C5b, iC3b, C3a, C4, C1s, CD59, C2a",4.438E-04,1.193E-03,29,"C3, C3b, C5a, C5 convertase (C2aC4bC3b), C3c, C1r, C1 inhibitor, Factor I, C4b, C2, C7, C3dg, C2b, C4a, C3 convertase (C2aC4b), CD21, CR1, C6, CRP, C8alpha, C5, DAF, C5b, iC3b, C3a, C4, C1s, CD59, C2a",
658,Development_Role of HDAC and calcium/calmodulin-dependent kinase (CaMK) in control of skeletal myogenesis,53,4.357E-04,1.120E-03,4.357E-04,1.120E-03,31,"HDAC9, ERK5 (MAPK7), Calcineurin A (catalytic), RHEB2, NF-AT1(NFATC2), IRS-1, MEF2C, 14-3-3, HDAC4, HDAC7, MYF6, CaMK IV, p38beta (MAPK11), MAP3K2 (MEKK2), PI3K reg class IA, PCAF, IGF-2, MAP2K5 (MEK5), AKT(PKB), PI3K cat class IA, c-Jun, MEF2A, MEF2, HDAC5, p300, NCOA2 (GRIP1/TIF2), CARM1, Calmodulin, MAP3K3, Calcineurin B (regulatory), mTOR",4.438E-04,1.193E-03,29,"p38alpha (MAPK14), HDAC9, ERK5 (MAPK7), Calcineurin A (catalytic), RHEB2, MEF2C, 14-3-3, HDAC4, HDAC7, MYF6, CaMK IV, AMP deaminase 1, MAP3K2 (MEKK2), PI3K reg class IA, PCAF, IGF-2, MAP2K5 (MEK5), AKT(PKB), PI3K cat class IA, MEF2A, MEF2, HDAC5, p300, NCOA2 (GRIP1/TIF2), CARM1, Calmodulin, MAP3K3, Calcineurin B (regulatory), mTOR",
659,Proliferative action of Gastrin in gastric cancer,53,4.357E-04,1.120E-03,4.357E-04,1.120E-03,31,"Gastrin 17-Gly, IRS-1, TCF7L2 (TCF4), ERK1/2, HB-EGF, Beta-catenin, G-protein alpha-q/11, ICRF, IP3 receptor, Shc, PI3K reg class IA (p85), PLC-gamma 1, MEK2(MAP2K2), CREB1, Gastrin 17, Progastrin, Stromelysin-1, c-Src, c-Myc, JAK2, cPKC (conventional), PI3K cat class IA, CCKBR, EGFR, SP3, SOS, p90Rsk, PKC-beta, PKC, PKC-alpha, G-protein alpha-q",1.158E-03,2.679E-03,28,"Gastrin 17-Gly, TCF7L2 (TCF4), ERK1/2, HB-EGF, Beta-catenin, c-Raf-1, G-protein alpha-q/11, IP3 receptor, Shc, PI3K reg class IA (p85), PLC-gamma 1, MEK2(MAP2K2), CREB1, Gastrin 17, Progastrin, Stromelysin-1, c-Src, MEK1(MAP2K1), JAK2, cPKC (conventional), PI3K cat class IA, EGFR, SP3, SOS, p90Rsk, PKC-beta, PKC, PKC-alpha",
660,Dual function of Treg cells in cancer development,46,4.426E-04,1.193E-03,9.352E-04,2.186E-03,27,"Helios, TGF-beta 1, IL-10, Neuropilin-1, Beta-catenin, 5'-NTD, OX40(TNFRSF4), IFNAR1, Perforin, STAT1, CD4, IL-6, CTLA-4, FasL(TNFSF6), ICOS, IL-2R alpha chain, IL-2, CD45, GITR, ETS1, COX-2 (PTGS2), TIM-3, c-Maf, WNT, STAT5, PD-1, DNMT1",4.426E-04,1.193E-03,26,"Helios, TGF-beta 1, IL-10, IFN-gamma, Neuropilin-1, Beta-catenin, 5'-NTD, OX40(TNFRSF4), IL-17, IFNAR1, STAT1, CD4, IL-6, CTLA-4, IL-2, CD45, GITR, ROR-alpha, ETS1, STAT3, COX-2 (PTGS2), c-Maf, WNT, STAT5, PD-1, DNMT1",
661,Immune response_Alternative complement pathway,53,4.438E-04,1.193E-03,2.749E-03,5.650E-03,29,"Factor B, C3, C3b, C5a, C3c, Factor I, Factor Bb, C7, Factor H, C3dg, C5 convertase (C3b2Bb), C3aR, PTX3, FHR-1, CD21, Factor Ba, C3 convertase (C3bBb), Properdin, CR1, C6, CRP, Annexin II, C5, DAF, C9, C5b, iC3b, C3a, CD59",4.438E-04,1.193E-03,29,"Factor B, C3, C3b, C5a, C3c, Factor I, Factor Bb, C7, Factor H, C3dg, FHR-2, C5 convertase (C3b2Bb), PTX3, FHR-1, CD21, Factor Ba, C3 convertase (C3bBb), Properdin, CR1, C6, CRP, Annexin II, C8alpha, C5, DAF, C5b, iC3b, C3a, CD59",
