Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,up_genes_int_061520_genelist,,,,up_genes_rna_061620_genelist,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
634,CAR-mediated direct regulation of xenobiotic metabolizing enzymes / Rodent version,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,CYP2B6,5.944E-01,8.219E-01,1,CYP2B6,
635,Stem cells_NOTCH1-induced self-renewal of glioblastoma stem cells,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,SOX2,5.944E-01,8.219E-01,1,SOX2,
636,Apoptosis and survival_Ceramides signaling pathway,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,Bcl-2,5.944E-01,8.219E-01,1,Bcl-2,
637,Role of Ghrelin in activation eating behavior in obesity,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,Adenylate cyclase type II,5.944E-01,8.219E-01,1,Adenylate cyclase type II,
638,Development_H3K27 demethylases in differentiation of stem cells,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,HOXB1,5.944E-01,8.219E-01,1,HOXB1,
639,Immune response_Th1 and Th2 cell differentiation,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,GATA-3,5.944E-01,8.219E-01,1,GATA-3,
640,Stem cells_Pancreatic cancer stem cells in tumor metastasis,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,PI3K reg class IB (p101),5.944E-01,8.219E-01,1,PI3K reg class IB (p101),
641,"N-Acylethanolamines, Phospholipase A2 pathway",40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,PLA2(hGIIA),5.944E-01,8.219E-01,1,PLA2(hGIIA),
642,Development_SLIT-ROBO1 signaling,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,PREX1,5.944E-01,8.219E-01,1,PREX1,
643,Development_Astrocyte differentiation from adult stem cells,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,Nkx2.2,5.944E-01,8.219E-01,1,Nkx2.2,
644,Role of glycosphingolipids in inhibition of Insulin signaling,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,GM3 synthase,5.944E-01,8.219E-01,1,GM3 synthase,
645,Development_Growth hormone-releasing hormone (GH-RH) signaling,41,6.035E-01,8.084E-01,6.171E-01,8.084E-01,1,Adenylate cyclase,6.035E-01,8.219E-01,1,Adenylate cyclase,
646,Cytoskeleton remodeling_Role of PKA in cytoskeleton reorganisation,41,6.035E-01,8.084E-01,6.171E-01,8.084E-01,1,Adenylate cyclase,6.035E-01,8.219E-01,1,Adenylate cyclase,
647,Development_Muscle progenitor cell migration in hypaxial myogenesis,41,6.035E-01,8.084E-01,6.171E-01,8.084E-01,1,FGFR4,6.035E-01,8.219E-01,1,FGFR4,
648,Maturation and migration of dendritic cells in skin sensitization,41,6.035E-01,8.084E-01,6.171E-01,8.084E-01,1,MHC class II alpha chain,6.035E-01,8.219E-01,1,MHC class II alpha chain,
649,Apoptosis and survival_Phosphorylation in TNF-alpha-induced NF-kB signaling,41,6.035E-01,8.084E-01,6.171E-01,8.084E-01,1,Adenylate cyclase,6.035E-01,8.219E-01,1,Adenylate cyclase,
650,Fibroblast/ myofibroblast proliferation in asthmatic airways,41,6.035E-01,8.084E-01,6.171E-01,8.084E-01,1,Tryptase,6.035E-01,8.219E-01,1,Tryptase,
651,Stem cells_Inhibition of Hedgehog signaling in medulloblastoma stem cells,41,6.035E-01,8.084E-01,6.171E-01,8.084E-01,1,FGFR4,6.035E-01,8.219E-01,1,FGFR4,
652,Interconnectivity between Folic acid and Fluorouracil pathways in gastric cancer,91,6.054E-01,8.084E-01,6.254E-01,8.084E-01,2,"ABCC11, CYP2A6",6.054E-01,8.219E-01,2,"ABCC11, CYP2A6",
653,Apoptosis and survival_Apoptotic TNF-family pathways,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,Bcl-2,6.124E-01,8.219E-01,1,Bcl-2,
654,Role of TNF-alpha in type 2 diabetes in skeletal muscle cells,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,ACACB,6.124E-01,8.219E-01,1,ACACB,
655,Apoptosis and survival_Anti-apoptotic TNFs/NF-kB/Bcl-2 pathway,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,Bcl-2,6.124E-01,8.219E-01,1,Bcl-2,
656,Development_NOTCH in inhibition of WNT/Beta-catenin-induced osteogenesis,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,C/EBPalpha,6.124E-01,8.219E-01,1,C/EBPalpha,
657,Chemoresistance pathways mediated by constitutive activation of PI3K pathway and BCL-2 in small cell lung cancer,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,Bcl-2,6.124E-01,8.219E-01,1,Bcl-2,
658,Development_VEGF signaling and activation,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,ESR1 (nuclear),6.124E-01,8.219E-01,1,ESR1 (nuclear),
659,Chylomicron dyslipidemia in type 2 diabetes and metabolic syndrome X,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,APOB48 receptor,6.124E-01,8.219E-01,1,APOB48 receptor,
660,Disruption of methionine metabolism in induction and progression of HCC,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,GNMT,6.124E-01,8.219E-01,1,GNMT,
661,"TNF-alpha, IL-1 beta induce dyslipidemia and inflammation in obesity and type 2 diabetes in adipocytes ",42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,Perilipin,6.124E-01,8.219E-01,1,Perilipin,
662,Inhibition of apoptosis in gastric cancer,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,Bcl-2,6.124E-01,8.219E-01,1,Bcl-2,
663,Signal transduction_WNT/Beta-catenin signaling in tissue homeostasis,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,ROR-gamma,6.124E-01,8.219E-01,1,ROR-gamma,
664,Transport_HDL-mediated reverse cholesterol transport,42,6.124E-01,8.084E-01,6.260E-01,8.084E-01,1,ABCG1,6.124E-01,8.219E-01,1,ABCG1,
665,Regulation of lipid metabolism_Insulin regulation of fatty acid metabolism,89,6.133E-01,8.084E-01,6.133E-01,8.084E-01,2,"FASN, Perilipin",8.663E-01,8.797E-01,1,Perilipin,
666,L-Lysine metabolism,93,6.172E-01,8.084E-01,6.372E-01,8.084E-01,2,"CRYM, CAT-2",6.172E-01,8.219E-01,2,"CRYM, CAT-2",
667,"NF-kB-, AP-1- and MAPKs-mediated proinflammatory cytokine production by eosinophils in asthma",43,6.210E-01,8.084E-01,6.347E-01,8.084E-01,1,Tryptase,6.210E-01,8.219E-01,1,Tryptase,
668,"Nicotine signaling in dopaminergic neurons, Pt. 2 - axon terminal",43,6.210E-01,8.084E-01,6.347E-01,8.084E-01,1,Adenylate cyclase type V,6.210E-01,8.219E-01,1,Adenylate cyclase type V,
669,Impaired inhibitory action of lipoxins and Resolvin E1 on neutrophil functions in CF,43,6.210E-01,8.084E-01,6.347E-01,8.084E-01,1,PI3K reg class IB (p101),6.210E-01,8.219E-01,1,PI3K reg class IB (p101),
670,Immune response_Antimicrobial actions of IFN-gamma,43,6.210E-01,8.084E-01,6.347E-01,8.084E-01,1,SLC26A3 (DRA),6.210E-01,8.219E-01,1,SLC26A3 (DRA),
671,Apoptosis and survival_Anti-apoptotic action of Gastrin,43,6.210E-01,8.084E-01,6.347E-01,8.084E-01,1,Bcl-2,6.210E-01,8.219E-01,1,Bcl-2,
672,Effect of H. pylori infection on gastric epithelial cells motility,43,6.210E-01,8.084E-01,6.347E-01,8.084E-01,1,Connexin 32,6.210E-01,8.219E-01,1,Connexin 32,
673,Apoptosis and survival_TNFR1 signaling pathway,43,6.210E-01,8.084E-01,6.347E-01,8.084E-01,1,Bcl-2,6.210E-01,8.219E-01,1,Bcl-2,
674,Apoptosis and survival_TNF-alpha-induced Caspase-8 signaling,43,6.210E-01,8.084E-01,6.347E-01,8.084E-01,1,PP2A regulatory,6.210E-01,8.219E-01,1,PP2A regulatory,
675,Regulation of immune cell differentiation by Notch signaling,43,6.210E-01,8.084E-01,6.347E-01,8.084E-01,1,GATA-3,6.210E-01,8.219E-01,1,GATA-3,
676,Histidine-glutamate-glutamine metabolism,95,6.288E-01,8.084E-01,6.488E-01,8.084E-01,2,"GABT, DHE4",6.288E-01,8.219E-01,2,"GABT, DHE4",
677,Development_Flt3 signaling,44,6.295E-01,8.084E-01,6.431E-01,8.084E-01,1,FLT3,6.295E-01,8.219E-01,1,FLT3,
678,Apoptosis and survival_FAS signaling cascades,44,6.295E-01,8.084E-01,6.431E-01,8.084E-01,1,Bcl-2,6.295E-01,8.219E-01,1,Bcl-2,
679,Impaired Lipoxin A4 signaling in CF,44,6.295E-01,8.084E-01,6.431E-01,8.084E-01,1,Adenylate cyclase,6.295E-01,8.219E-01,1,Adenylate cyclase,
680,Chemotaxis_C5a-induced chemotaxis,44,6.295E-01,8.084E-01,6.431E-01,8.084E-01,1,PREX1,6.295E-01,8.219E-01,1,PREX1,
681,Influence of smoking on activation of EGFR signaling in lung cancer cells,44,6.295E-01,8.084E-01,6.431E-01,8.084E-01,1,Adenylate cyclase,6.295E-01,8.219E-01,1,Adenylate cyclase,
682,Development_S1P1 signaling pathway,44,6.295E-01,8.084E-01,6.431E-01,8.084E-01,1,Adenylate cyclase,6.295E-01,8.219E-01,1,Adenylate cyclase,
683,Thiamine metabolism,44,6.295E-01,8.084E-01,6.431E-01,8.084E-01,1,SLC44A4,6.295E-01,8.219E-01,1,SLC44A4,
684,Apo-2L(TNFSF10)-induced apoptosis in melanoma,45,6.378E-01,8.084E-01,6.514E-01,8.084E-01,1,XBP1,6.378E-01,8.219E-01,1,XBP1,
685,Development_Negative regulation of WNT/Beta-catenin signaling at the receptor level,45,6.378E-01,8.084E-01,6.514E-01,8.084E-01,1,IBP4,6.378E-01,8.219E-01,1,IBP4,
686,Immune response_TNF-R2 signaling pathways,45,6.378E-01,8.084E-01,6.514E-01,8.084E-01,1,Bcl-2,6.378E-01,8.219E-01,1,Bcl-2,
687,Stem cells_Excitotoxicity of Glutamate in glioblastoma,45,6.378E-01,8.084E-01,6.514E-01,8.084E-01,1,SLC1A2/EAAT2,6.378E-01,8.219E-01,1,SLC1A2/EAAT2,
688,Differentiation of Th2 cells in asthma,45,6.378E-01,8.084E-01,6.514E-01,8.084E-01,1,CCR5,6.378E-01,8.219E-01,1,CCR5,
689,Immune response_IL-4 signaling pathway,94,6.430E-01,8.084E-01,6.430E-01,8.084E-01,2,"Tuberin, Bcl-2",8.807E-01,8.890E-01,1,Bcl-2,
690,Niacin-HDL metabolism,46,6.459E-01,8.084E-01,6.595E-01,8.084E-01,1,HDL proteins,6.459E-01,8.219E-01,1,HDL proteins,
691,"Development_TGF-beta-dependent induction of EMT via RhoA,  PI3K and ILK",46,6.459E-01,8.084E-01,6.595E-01,8.084E-01,1,TGF-beta 3,6.459E-01,8.219E-01,1,TGF-beta 3,
692,Transcription_Hypoxia- and receptor-mediated HIF-1 activation,46,6.459E-01,8.084E-01,6.595E-01,8.084E-01,1,LRRK2,6.459E-01,8.219E-01,1,LRRK2,
693,Transcription_Androgen Receptor nuclear signaling,46,6.459E-01,8.084E-01,6.595E-01,8.084E-01,1,Androgen receptor,6.459E-01,8.219E-01,1,Androgen receptor,
694,Role of GIP in pathogenesis of type 2 diabetes,46,6.459E-01,8.084E-01,6.595E-01,8.084E-01,1,Bcl-2,6.459E-01,8.219E-01,1,Bcl-2,
695,Anandamide biosynthesis and metabolism,46,6.459E-01,8.084E-01,6.595E-01,8.084E-01,1,PLA2(hGIIA),6.459E-01,8.219E-01,1,PLA2(hGIIA),
696,Regulation of GSK3 beta in bipolar disorder,46,6.459E-01,8.084E-01,6.595E-01,8.084E-01,1,PP2A regulatory,6.459E-01,8.219E-01,1,PP2A regulatory,
697,Dual function of Treg cells in cancer development,46,6.459E-01,8.084E-01,6.595E-01,8.084E-01,1,ROR-gamma,6.459E-01,8.219E-01,1,ROR-gamma,
698,Serotonin - melatonin biosynthesis and metabolism,46,6.459E-01,8.084E-01,6.595E-01,8.084E-01,1,INMT,6.459E-01,8.219E-01,1,INMT,
699,Canonical Leptin pathways in breast cancer,47,6.538E-01,8.084E-01,6.674E-01,8.084E-01,1,ESR1 (nuclear),6.538E-01,8.219E-01,1,ESR1 (nuclear),
700,Development_Schema: FGF signaling in embryonic stem cell self-renewal and differentiation,47,6.538E-01,8.084E-01,6.674E-01,8.084E-01,1,SOX2,6.538E-01,8.219E-01,1,SOX2,
701,Inhibition of remyelination in multiple sclerosis: role of cell-cell and ECM-cell interactions,47,6.538E-01,8.084E-01,6.674E-01,8.084E-01,1,Connexin 32,6.538E-01,8.219E-01,1,Connexin 32,
702,Regulation of mast cell survival in asthma,47,6.538E-01,8.084E-01,6.674E-01,8.084E-01,1,Bcl-2,6.538E-01,8.219E-01,1,Bcl-2,
703,Regulation of lipid metabolism_PPAR regulation of lipid metabolism,47,6.538E-01,8.084E-01,6.674E-01,8.084E-01,1,Fatty acid-binding protein,6.538E-01,8.219E-01,1,Fatty acid-binding protein,
704,TGF-beta signaling via SMADs in breast cancer,47,6.538E-01,8.084E-01,6.674E-01,8.084E-01,1,TGF-beta 3,6.538E-01,8.219E-01,1,TGF-beta 3,
705,Neurophysiological process_Circadian rhythm,47,6.538E-01,8.084E-01,6.674E-01,8.084E-01,1,Dexras1,6.538E-01,8.219E-01,1,Dexras1,
706,Transport_GPR40 signaling pathway in beta cells,47,6.538E-01,8.084E-01,6.674E-01,8.084E-01,1,CACNA1D,6.538E-01,8.219E-01,1,CACNA1D,
707,wtCFTR and deltaF508 traffic / Membrane expression (normal and CF),47,6.538E-01,8.084E-01,6.674E-01,8.084E-01,1,EBP50,6.538E-01,8.219E-01,1,EBP50,
708,Macrophage and dendritic cell phenotype shift in cancer,100,6.566E-01,8.084E-01,6.763E-01,8.084E-01,2,"ESR1 (nuclear), XBP1",6.566E-01,8.219E-01,2,"ESR1 (nuclear), XBP1",
709,Immune response_NF-AT signaling and leukocyte interactions,48,6.615E-01,8.084E-01,6.751E-01,8.084E-01,1,IGHE,6.615E-01,8.219E-01,1,IGHE,
710,Neuropeptide signaling in pancreatic cancer,48,6.615E-01,8.084E-01,6.751E-01,8.084E-01,1,GRP-R,6.615E-01,8.219E-01,1,GRP-R,
711,Muscle contraction_Relaxin signaling pathway,48,6.615E-01,8.084E-01,6.751E-01,8.084E-01,1,Adenylate cyclase type V,6.615E-01,8.219E-01,1,Adenylate cyclase type V,
712,"Nicotine signaling in dopaminergic neurons, Pt. 1 - cell body",48,6.615E-01,8.084E-01,6.751E-01,8.084E-01,1,nAChR alpha-4,6.615E-01,8.219E-01,1,nAChR alpha-4,
713,Immune response_IL-12 signaling pathway,48,6.615E-01,8.084E-01,6.751E-01,8.084E-01,1,GADD45 gamma,6.615E-01,8.219E-01,1,GADD45 gamma,
714,GLP-1 in beta cell apoptosis in type 2 diabetes,48,6.615E-01,8.084E-01,6.751E-01,8.084E-01,1,Bcl-2,6.615E-01,8.219E-01,1,Bcl-2,
715,Cell adhesion_Integrin-mediated cell adhesion and migration,48,6.615E-01,8.084E-01,6.751E-01,8.084E-01,1,Collagen II,6.615E-01,8.219E-01,1,Collagen II,
716,SLE genetic marker-specific pathways in T cells,101,6.619E-01,8.084E-01,6.816E-01,8.084E-01,2,"ESR1 (nuclear), Bcl-2",6.619E-01,8.219E-01,2,"ESR1 (nuclear), Bcl-2",
717,Glucocorticoids-mediated inhibition of pro-constrictory and pro-inflammatory signaling in airway smooth muscle cells,49,6.691E-01,8.084E-01,6.826E-01,8.084E-01,1,PLA2,6.691E-01,8.219E-01,1,PLA2,
718,Axonal degeneration in multiple sclerosis,49,6.691E-01,8.084E-01,6.826E-01,8.084E-01,1,CACNA1D,6.691E-01,8.219E-01,1,CACNA1D,
719,Cytoskeleton remodeling_Integrin outside-in signaling,49,6.691E-01,8.084E-01,6.826E-01,8.084E-01,1,Collagen II,6.691E-01,8.219E-01,1,Collagen II,
720,Th17 cells in CF (mouse model),49,6.691E-01,8.084E-01,6.826E-01,8.084E-01,1,ROR-gamma,6.691E-01,8.219E-01,1,ROR-gamma,
721,Tissue Factor signaling in cancer via PAR1 and PAR2,49,6.691E-01,8.084E-01,6.826E-01,8.084E-01,1,Coagulation factor VII,6.691E-01,8.219E-01,1,Coagulation factor VII,
722,Bacterial infections in CF airways,49,6.691E-01,8.084E-01,6.826E-01,8.084E-01,1,SP-D,6.691E-01,8.219E-01,1,SP-D,
723,Development_PEDF signaling,49,6.691E-01,8.084E-01,6.826E-01,8.084E-01,1,Bcl-2,6.691E-01,8.219E-01,1,Bcl-2,
724,Role and regulation of Prostaglandin E2 in gastric cancer,49,6.691E-01,8.084E-01,6.826E-01,8.084E-01,1,Adenylate cyclase,6.691E-01,8.219E-01,1,Adenylate cyclase,
725,Development_G-CSF signaling,49,6.691E-01,8.084E-01,6.826E-01,8.084E-01,1,Bcl-2,6.691E-01,8.219E-01,1,Bcl-2,
726,Main chemotherapy drugs and their action in SCLC cells,100,6.763E-01,8.084E-01,6.763E-01,8.084E-01,2,"p27KIP1, Bcl-2",8.959E-01,9.011E-01,1,Bcl-2,
727,Development_Thromboxane A2 signaling pathway,50,6.765E-01,8.084E-01,6.900E-01,8.084E-01,1,Adenylate cyclase,6.765E-01,8.219E-01,1,Adenylate cyclase,
728,Neurophysiological process_Corticoliberin signaling via CRHR1 ,50,6.765E-01,8.084E-01,6.900E-01,8.084E-01,1,Adenylate cyclase,6.765E-01,8.219E-01,1,Adenylate cyclase,
729,L-Threonine metabolism,50,6.765E-01,8.084E-01,6.900E-01,8.084E-01,1,SLC7A8,6.765E-01,8.219E-01,1,SLC7A8,
730,Development_EDNRB signaling,50,6.765E-01,8.084E-01,6.900E-01,8.084E-01,1,PI3K reg class IB (p101),6.765E-01,8.219E-01,1,PI3K reg class IB (p101),
731,Immune response_Production and main functions of biologically active leukotrienes and Lipoxin A4,50,6.765E-01,8.084E-01,6.900E-01,8.084E-01,1,ABCC11,6.765E-01,8.219E-01,1,ABCC11,
732,Suppression of p53 signaling in multiple myeloma,50,6.765E-01,8.084E-01,6.900E-01,8.084E-01,1,Bcl-2,6.765E-01,8.219E-01,1,Bcl-2,
733,Immune response_Lectin induced complement pathway,50,6.765E-01,8.084E-01,6.900E-01,8.084E-01,1,Clusterin,6.765E-01,8.219E-01,1,Clusterin,
734,PDE4 regulation of cyto/chemokine expression in inflammatory skin diseases,50,6.765E-01,8.084E-01,6.900E-01,8.084E-01,1,Adenylate cyclase,6.765E-01,8.219E-01,1,Adenylate cyclase,
735,Cortisone biosynthesis and metabolism,51,6.838E-01,8.099E-01,6.972E-01,8.099E-01,1,CYP11B2,6.838E-01,8.219E-01,1,CYP11B2,
736,Neurophysiological process_GABAergic neurotransmission,51,6.838E-01,8.099E-01,6.972E-01,8.099E-01,1,GABT,6.838E-01,8.219E-01,1,GABT,
737,Development_Oligodendrocyte differentiation from adult stem cells,51,6.838E-01,8.099E-01,6.972E-01,8.099E-01,1,OATP-A,6.838E-01,8.219E-01,1,OATP-A,
738,Epithelial cell anoikis in COPD,51,6.838E-01,8.099E-01,6.972E-01,8.099E-01,1,Bcl-2,6.838E-01,8.219E-01,1,Bcl-2,
739,HIF-1 in gastric cancer,51,6.838E-01,8.099E-01,6.972E-01,8.099E-01,1,Bcl-2,6.838E-01,8.219E-01,1,Bcl-2,
740,Immune response_NF-AT in immune response,51,6.838E-01,8.099E-01,6.972E-01,8.099E-01,1,BLNK,6.838E-01,8.219E-01,1,BLNK,
741,Development_FGF-family signaling,52,6.908E-01,8.121E-01,7.042E-01,8.121E-01,1,FGFR4,6.908E-01,8.219E-01,1,FGFR4,
742,Glucagon-induced glucose upregulation in type 2 diabetes in liver ,52,6.908E-01,8.121E-01,7.042E-01,8.121E-01,1,Adenylate cyclase,6.908E-01,8.219E-01,1,Adenylate cyclase,
743,Neurophysiological process_Synaptic vesicle fusion and recycling in nerve terminals,52,6.908E-01,8.121E-01,7.042E-01,8.121E-01,1,Complexin,6.908E-01,8.219E-01,1,Complexin,
744,Development_Endothelin-1/EDNRA signaling,52,6.908E-01,8.121E-01,7.042E-01,8.121E-01,1,Adenylate cyclase,6.908E-01,8.219E-01,1,Adenylate cyclase,
745,CoA biosynthesis,52,6.908E-01,8.121E-01,7.042E-01,8.121E-01,1,ENPP1,6.908E-01,8.219E-01,1,ENPP1,
746,Influence of bone marrow cell environment on progression of multiple myeloma,52,6.908E-01,8.121E-01,7.042E-01,8.121E-01,1,PI3K reg class IB (p101),6.908E-01,8.219E-01,1,PI3K reg class IB (p101),
747,Apoptosis and survival_Role of PKR in stress-induced apoptosis,53,6.977E-01,8.132E-01,7.111E-01,8.132E-01,1,PP2A regulatory,6.977E-01,8.219E-01,1,PP2A regulatory,
748,Immune response_Classical complement pathway,53,6.977E-01,8.132E-01,7.111E-01,8.132E-01,1,Clusterin,6.977E-01,8.219E-01,1,Clusterin,
749,Effect of H. pylori infection on apoptosis in gastric epithelial cells,53,6.977E-01,8.132E-01,7.111E-01,8.132E-01,1,Bcl-2,6.977E-01,8.219E-01,1,Bcl-2,
750,ENaC regulation in normal and CF airways ,53,6.977E-01,8.132E-01,7.111E-01,8.132E-01,1,Adenylate cyclase,6.977E-01,8.219E-01,1,Adenylate cyclase,
751,TLRs-mediated IFN-alpha production by plasmacytoid dendritic cells in SLE,53,6.977E-01,8.132E-01,7.111E-01,8.132E-01,1,CAMP,6.977E-01,8.219E-01,1,CAMP,
752,NRF2 regulation of oxidative stress response,54,7.045E-01,8.150E-01,7.178E-01,8.150E-01,1,GSTA3,7.045E-01,8.219E-01,1,GSTA3,
753,Th17 cells in CF,54,7.045E-01,8.150E-01,7.178E-01,8.150E-01,1,ROR-gamma,7.045E-01,8.219E-01,1,ROR-gamma,
754,Neurophysiological process_Dynein-dynactin motor complex in axonal transport in neurons,54,7.045E-01,8.150E-01,7.178E-01,8.150E-01,1,Carboxypeptidase H,7.045E-01,8.219E-01,1,Carboxypeptidase H,
755,Role of IL-23/ T17 pathogenic axis in psoriasis,54,7.045E-01,8.150E-01,7.178E-01,8.150E-01,1,ROR-gamma,7.045E-01,8.219E-01,1,ROR-gamma,
756,Immune response_IFN-gamma actions on extracellular matrix and cell differentiation,54,7.045E-01,8.150E-01,7.178E-01,8.150E-01,1,Collagen II,7.045E-01,8.219E-01,1,Collagen II,
757,Immune response_Platelet activating factor/ PTAFR pathway signaling,55,7.111E-01,8.176E-01,7.243E-01,8.176E-01,1,Adenylate cyclase,7.111E-01,8.219E-01,1,Adenylate cyclase,
758,Tau pathology in Alzheimer disease,55,7.111E-01,8.176E-01,7.243E-01,8.176E-01,1,Tau (MAPT),7.111E-01,8.219E-01,1,Tau (MAPT),
759,"Immune response_T cell co-signaling receptors, schema",55,7.111E-01,8.176E-01,7.243E-01,8.176E-01,1,Collagen II,7.111E-01,8.219E-01,1,Collagen II,
760,Chemotaxis_CCL2-induced chemotaxis,55,7.111E-01,8.176E-01,7.243E-01,8.176E-01,1,PI3K reg class IB (p101),7.111E-01,8.219E-01,1,PI3K reg class IB (p101),
761,PGE2 pathways in cancer,55,7.111E-01,8.176E-01,7.243E-01,8.176E-01,1,Adenylate cyclase,7.111E-01,8.219E-01,1,Adenylate cyclase,
762,Platelet activation as a result of endothelial dysfunction after stenting,56,7.176E-01,8.190E-01,7.307E-01,8.190E-01,1,Adenylate cyclase,7.176E-01,8.222E-01,1,Adenylate cyclase,
763,Development_Keratinocyte differentiation,56,7.176E-01,8.190E-01,7.307E-01,8.190E-01,1,C/EBPalpha,7.176E-01,8.222E-01,1,C/EBPalpha,
764,Role of FSH and Lutropin in ovarian cancer,56,7.176E-01,8.190E-01,7.307E-01,8.190E-01,1,Adenylate cyclase,7.176E-01,8.222E-01,1,Adenylate cyclase,
765,Muscle contraction_Regulation of eNOS activity in cardiomyocytes,56,7.176E-01,8.190E-01,7.307E-01,8.190E-01,1,Adenylate cyclase type V,7.176E-01,8.222E-01,1,Adenylate cyclase type V,
766,Ca(2+)-dependent NF-AT signaling in cardiac hypertrophy,57,7.239E-01,8.203E-01,7.370E-01,8.203E-01,1,Adenylate cyclase type V,7.239E-01,8.222E-01,1,Adenylate cyclase type V,
767,Gamma-Secretase regulation of neuronal cell development and function,57,7.239E-01,8.203E-01,7.370E-01,8.203E-01,1,Tau (MAPT),7.239E-01,8.222E-01,1,Tau (MAPT),
768,Prostaglandin 1 biosynthesis and metabolism,57,7.239E-01,8.203E-01,7.370E-01,8.203E-01,1,ALOX15B,7.239E-01,8.222E-01,1,ALOX15B,
769,CCR7 signaling pathways in dendritic cells in allergic contact dermatitis,57,7.239E-01,8.203E-01,7.370E-01,8.203E-01,1,PI3K reg class IB (p101),7.239E-01,8.222E-01,1,PI3K reg class IB (p101),
770,Immune response_B cell antigen receptor (BCR) pathway,110,7.261E-01,8.186E-01,7.261E-01,8.186E-01,2,"N-Ras, BLNK",9.170E-01,9.203E-01,1,BLNK,
771,Role of integrins in eosinophil degranulation in asthma,58,7.301E-01,8.203E-01,7.431E-01,8.203E-01,1,SP-D,7.301E-01,8.227E-01,1,SP-D,
772,Cell adhesion_Integrin inside-out signaling,58,7.301E-01,8.203E-01,7.431E-01,8.203E-01,1,Collagen II,7.301E-01,8.227E-01,1,Collagen II,
773,Immune response_IL-15 signaling,58,7.301E-01,8.203E-01,7.431E-01,8.203E-01,1,Bcl-2,7.301E-01,8.227E-01,1,Bcl-2,
774,Aberrant production of IL-2 and IL-17 in SLE T cells,58,7.301E-01,8.203E-01,7.431E-01,8.203E-01,1,ROR-gamma,7.301E-01,8.227E-01,1,ROR-gamma,
775,NMDA-independent presynaptic long-term potentiation in Huntington's disease,58,7.301E-01,8.203E-01,7.431E-01,8.203E-01,1,GluR7,7.301E-01,8.227E-01,1,GluR7,
776,Role of B cells in SLE,58,7.301E-01,8.203E-01,7.431E-01,8.203E-01,1,Bcl-2,7.301E-01,8.227E-01,1,Bcl-2,
777,Renal secretion of inorganic electrolytes,59,7.361E-01,8.220E-01,7.491E-01,8.220E-01,1,SLC12A1,7.361E-01,8.231E-01,1,SLC12A1,
778,Signal transduction_Production and main functions of biologically active prostaglandins and Thromboxane A2,59,7.361E-01,8.220E-01,7.491E-01,8.220E-01,1,PGE2R3,7.361E-01,8.231E-01,1,PGE2R3,
779,Regulation of lipid metabolism_G-alpha(q) regulation of lipid metabolism,59,7.361E-01,8.220E-01,7.491E-01,8.220E-01,1,ABCG1,7.361E-01,8.231E-01,1,ABCG1,
780,Development_Regulation of cytoskeleton proteins in oligodendrocyte differentiation and myelination,59,7.361E-01,8.220E-01,7.491E-01,8.220E-01,1,Tau (MAPT),7.361E-01,8.231E-01,1,Tau (MAPT),
781,Cigarette smoke-induced oxidative stress and apoptosis in airway epithelial cells,60,7.420E-01,8.220E-01,7.549E-01,8.220E-01,1,Bcl-2,7.420E-01,8.231E-01,1,Bcl-2,
782,A shift from oxidative to glycolytic muscle fiber phenotype in quadriceps muscles in COPD,60,7.420E-01,8.220E-01,7.549E-01,8.220E-01,1,Fatty acid-binding protein,7.420E-01,8.231E-01,1,Fatty acid-binding protein,
783,Aberrant lipid trafficking and metabolism in age-related macular degeneration pathogenesis,60,7.420E-01,8.220E-01,7.549E-01,8.220E-01,1,Clusterin,7.420E-01,8.231E-01,1,Clusterin,
784,Apoptosis and survival_TNF-alpha-induced ROS-dependent Caspase-3 signaling,60,7.420E-01,8.220E-01,7.549E-01,8.220E-01,1,Bcl-2,7.420E-01,8.231E-01,1,Bcl-2,
